substrate,tf,alpha,source
NRP1,YHP1,2.796636,teufel
NRT1,LEU3,0.102785,teufel
NRT1,SUM1,0.197111,teufel
NSA2,ACE2,2.093433,teufel
NSG2,RPN4,1.660973,yeastract_strict
NSR1,FKH2,2.858689,teufel
NSR1,RAP1,3.126561,teufel
NTA1,ABF1,0.258611,teufel
NTC20,FHL1,0.151043,teufel
NTC20,SFP1,2.140721,teufel
NTE1,MCM1,0.75652,teufel
NTE1,MSN2,0.295534,teufel
NTH1,CBF1,0.173516,teufel
NTH1,SOK2,1.646952,teufel
NTH2,YAP1,0.309513,teufel
NUD1,SWI4,0.519959,teufel
NUG1,ABF1,2.272908,teufel
NUG1,YOX1,0.13892,teufel
NUM1,MSN2,2.699368,yeastract_strict
NUP1,SOK2,1.968758,teufel
NUP1,STE12,2.486274,teufel
NUP100,ACE2,0.766022,teufel
NUP120,MSN2,2.131197,yeastract_strict
NUP157,ABF1,1.399834,teufel
NUP159,CBF1,7.324286,teufel
NUP192,REB1,0.327637,teufel
NUP192,STE12,0.466758,teufel
NUP2,RAP1,1.332216,teufel
NUP49,RPN4,1.174485,yeastract_strict
NUP57,ABF1,0.868548,teufel
NUP60,PDR1,0.653661,yeastract_strict
NUP60,STE12,1.082261,teufel
NUP82,MET31,0.992014,yeastract_strict
NUP85,ABF1,0.546352,teufel
NUP85,MSS11,0.325529,teufel
NVJ1,ACE2,0.526191,teufel
OAC1,BAS1,0.384972,teufel
OAC1,DAL81,3.453814,teufel
OAC1,MSN2,1.525241,teufel
OCA4,GCR2,0.278653,teufel
OCA5,ABF1,0.126295,teufel
OCA5,ACE2,0.167776,teufel
OCA5,RAP1,0.326779,teufel
OCA6,CST6,0.393765,teufel
OCH1,PHO4,1.168104,teufel
OCH1,SKN7,0.901749,teufel
ODC2,GCN4,0.212094,teufel
OLA1,YAP1,5.324315,teufel
OLE1,SPT23,3.104449,teufel
OM14,ACE2,0.903038,teufel
OM14,MSN2,0.024452,teufel
OM45,CIN5,0.300113,teufel
OM45,STE12,0.773874,teufel
OMA1,RAP1,0.493999,teufel
OMS1,STE12,0.681505,teufel
OPI1,INO4,1.957668,teufel
OPI10,OAF3,0.64445,teufel
OPI3,INO4,2.580972,teufel
OPI3,PHO4,2.635567,teufel
OPI3,RAP1,1.967485,teufel
OPT1,ABF1,0.462248,teufel
OPT1,DAL81,0.125195,yeastract_strict
OPT1,MET31,0.566452,teufel
OPT1,RAP1,0.031554,teufel
OPY2,TEC1,2.080526,teufel
ORC2,STE12,0.703558,teufel
ORC3,GCN4,0.021619,yeastract_strict
ORC4,RAP1,0.400427,teufel
ORM1,ABF1,1.02536,teufel
ORM2,STE12,0.684251,teufel
ORM2,STP1,1.530088,teufel
ORT1,GCN4,0.055544,teufel
OSH7,CBF1,0.619725,yeastract_strict
OSH7,RPN4,0.744114,yeastract_strict
OSM1,STE12,2.343373,teufel
OST1,RPN4,2.009631,yeastract_strict
OST5,ACE2,1.095662,teufel
OST5,RAP1,1.745284,teufel
OTU2,PDR1,0.674931,yeastract_strict
OXA1,ACE2,1.059977,teufel
OXA1,PHD1,0.588001,teufel
OXA1,SKN7,0.968273,teufel
OYE2,ABF1,3.553863,teufel
OYE2,ARG81,2.887031,teufel
OYE2,YAP1,2.575049,teufel
PAC1,PDR1,0.451128,yeastract_strict
PAC10,AFT1,2.128928,teufel
PAC10,MCM1,0.339316,teufel
PAC11,RAP1,0.243298,teufel
PAH1,ZAP1,1.112931,teufel
PAI3,STE12,0.56434,teufel
PAM1,MSN2,0.486793,teufel
PAM1,TEC1,0.912433,teufel
PAM16,STE12,3.494262,teufel
PAN1,MSN2,2.679701,teufel
PAN1,TYE7,1.592261,teufel
PAN1,YRR1,0.408445,yeastract_strict
PAN3,STE12,1.002848,teufel
PAN6,UME6,1.473988,teufel
PAP2,RIM101,0.09999,yeastract_strict
PAP2,YAP1,0.166682,teufel
PAR32,MSN2,1.960344,teufel
PAT1,RAP1,0.833987,teufel
PAT1,YRM1,1.426648,teufel
PAU23,YRM1,0.36207,teufel
PBA1,STB5,4.463054,teufel
PBI2,MSN2,1.028485,yeastract_strict
PBI2,SOK2,0.255364,teufel
PBP2,ABF1,0.295025,teufel
PBY1,TEC1,0.580031,teufel
PCA1,RAP1,0.527122,teufel
PCL1,FKH2,0.13358,teufel
PCL1,MBP1,-0.334458,teufel
PCL1,STE12,0.201763,teufel
PCL1,TEC1,2.451254,teufel
PCL10,ACE2,0.331038,teufel
PCL2,ACE2,1.327787,teufel
PCL2,SWI4,0.298916,teufel
PCL2,TEC1,0.208997,teufel
PCL2,YOX1,-0.069895,teufel
PCL5,GCN4,0.110428,teufel
PCL5,SOK2,2.523086,teufel
PCL7,RAP1,0.723188,teufel
PCL9,SWI5,1.559725,teufel
PCM1,MIG1,13.235991,yeastract_strict
PCS60,AFT1,1.200311,teufel
PCS60,STB4,0.121083,yeastract_strict
PCT1,MSN2,1.199551,teufel
PDC1,ABF1,28.634548,teufel
PDC1,GCR1,51.093492,teufel
PDC1,GCR2,65.96017,teufel
PDC1,RAP1,3.970937,teufel
PDC5,PDC2,0.603432,teufel
PDH1,STE12,0.427919,teufel
PDH1,YRM1,0.112075,teufel
PDI1,HAC1,0.99573,teufel
PDI1,RAP1,2.399098,teufel
PDR1,RPN4,0.516797,teufel
PDR1,SWI4,0.573005,teufel
PDR10,MSN2,0.002752,yeastract_strict
PDR10,PDR1,0.14603,teufel
PDR10,SOK2,0.270162,teufel
PDR15,PDR1,0.323801,teufel
PDR15,YRM1,0.542685,teufel
PDR16,GCN4,0.089094,yeastract_strict
PDR16,YAP1,0.338475,yeastract_strict
PDR3,PDR1,0.088718,teufel
PDR3,STE12,0.176862,teufel
PDR3,YAP1,0.037318,teufel
PDR5,ASH1,-0.511306,teufel
PDR5,RAP1,3.88506,teufel
PDR5,SWI4,4.237692,teufel
PDR5,YAP1,2.057018,teufel
PDR8,GCN4,0.025771,yeastract_strict
PDS5,ABF1,0.195192,teufel
PDS5,UME6,0.523022,yeastract_strict
PDX3,RAP1,2.347677,teufel
PEA2,STE12,0.686087,teufel
PEA2,TEC1,0.143222,teufel
PEP5,STE12,0.806368,teufel
PER33,HSF1,0.843452,teufel
PET10,CIN5,0.479912,teufel
PET10,HAP1,0.808192,teufel
PET111,RAP1,0.167183,teufel
PET111,SFP1,0.289462,teufel
PET117,GCN4,0.030234,yeastract_strict
PET123,MSN2,0.011021,teufel
PET123,RPN4,0.420996,yeastract_strict
PET127,YAP1,0.147625,yeastract_strict
PET130,STE12,0.572237,teufel
PET20,ECM22,0.683321,teufel
PET54,STE12,0.871697,teufel
PET54,TEC1,0.352155,teufel
PET9,ASH1,0.269236,teufel
PET9,SOK2,0.491241,teufel
PET9,TUP1,4.676753,teufel
PEX10,ABF1,0.466102,teufel
PEX11,OAF1,1.908253,teufel
PEX12,RAP1,0.552834,teufel
PEX2,GCN4,0.069936,yeastract_strict
PEX21,STE12,0.863605,teufel
PEX25,GCN4,0.065696,yeastract_strict
PEX27,STE12,0.35402,teufel
PEX27,TEC1,0.155989,teufel
PEX28,MSN2,0.366989,teufel
PEX28,STE12,0.152523,teufel
PEX3,ABF1,0.664473,teufel
PEX30,YRR1,3.487755,yeastract_strict
PEX5,GCN4,0.033841,teufel
PEX7,GCN4,0.021659,yeastract_strict
PFA5,YAP1,0.310445,yeastract_strict
PFD1,YRM1,2.070432,teufel
PFK1,GCR2,7.966236,teufel
PFK1,RAP1,7.264789,teufel
PFK2,GCR2,2.401491,teufel
PFK2,RAP1,2.134178,teufel
PFK26,MCM1,3.84465,teufel
PFK27,CIN5,0.249811,teufel
PFK27,PHO4,0.021447,teufel
PFK27,RAP1,0.125952,teufel
PFK27,SKO1,0.097364,teufel
PGA2,ABF1,3.03015,teufel
PGA2,UME6,6.042743,teufel
PGA3,PDR3,11.538936,teufel
PGA3,SWI5,1.490944,teufel
PGC1,CBF1,2.245457,teufel
PGD1,STE12,1.093115,teufel
PGI1,GCR1,1.035396,teufel
PGI1,GCR2,8.699388,teufel
PGI1,RAP1,3.984929,teufel
PGK1,GCR1,35.730027,yeastract_strict
PGK1,MSN2,38.657161,yeastract_strict
PGM1,MSN2,1.635516,teufel
PGM1,STE12,1.698571,teufel
PGM3,SFP1,0.856279,teufel
PHB1,SOK2,2.646923,teufel
PHB2,ABF1,1.955891,teufel
PHD1,FHL1,0.085059,teufel
PHD1,SOK2,0.213855,teufel
PHD1,TEC1,0.169354,teufel
PHD1,YAP1,0.077924,teufel
PHD1,YOX1,0.001065,teufel
PHO23,ROX1,0.353376,teufel
PHO23,STE12,0.559675,teufel
PHO3,MCM1,4.21431,teufel
PHO4,RAP1,0.181874,teufel
PHO4,STE12,0.305943,teufel
PHO8,GCN4,0.035045,teufel
PHO8,PHO4,0.489508,teufel
PHO81,CAD1,0.231071,teufel
PHO81,STE12,0.664834,teufel
PHO81,TEC1,0.041689,teufel
PHO85,ABF1,0.831571,teufel
PHO86,PHO4,2.687123,teufel
PHO87,PHO4,1.704572,teufel
PHO88,MSN2,17.572558,teufel
PHO88,RAP1,6.707634,teufel
PHO91,CBF1,1.555502,yeastract_strict
PHO91,SFP1,2.246278,teufel
PHS1,RAP1,1.695409,teufel
PIB1,HSF1,0.179104,teufel
PIC2,GCN4,0.033226,yeastract_strict
PIG2,SOK2,0.057045,teufel
PIG2,YAP1,0.099418,teufel
PIK1,ABF1,0.594643,teufel
PIL1,ASH1,0.762478,teufel
PIL1,STE12,3.671739,teufel
PIL1,SWI5,9.993437,teufel
PIM1,RAP1,1.064864,teufel
PIM1,RPN4,1.402293,teufel
PIN3,ABF1,0.22478,teufel
PIN3,HSF1,0.661496,teufel
PIN3,MSN2,0.143263,teufel
PIR1,ACE2,11.153052,teufel
PIR1,PHD1,-0.931605,teufel
PIR1,SOK2,-3.264249,teufel
PIR1,STE12,-0.943882,teufel
PIS1,INO4,3.114839,teufel
PIS1,MCM1,2.931707,teufel
PKH2,YAP1,0.168533,teufel
PKP2,GCN4,0.017019,teufel
PKR1,CBF1,1.426495,yeastract_strict
PKR1,MCM1,4.203972,yeastract_strict
PLB1,MSN2,0.283605,teufel
PLB1,RAP1,0.158132,teufel
PLB1,SOK2,0.791102,teufel
PLB1,STE12,0.151613,teufel
PLB1,YRR1,0.259794,yeastract_strict
PLB2,MBP1,0.111475,teufel
PLB2,SKN7,0.101998,teufel
PLB2,SPT23,0.027579,teufel
PLB2,SWI4,0.061681,teufel
PLB3,MCM1,0.368732,teufel
PLB3,STE12,0.871282,teufel
PLB3,SWI4,0.135892,teufel
PLC1,MBP1,0.441762,teufel
PLM2,SWI4,0.21426,teufel
PLM2,SWI6,0.001737,teufel
PLM2,YAP1,0.105354,teufel
PMA1,ACE2,1.896081,teufel
PMA1,MCM1,1.572162,teufel
PMA1,RAP1,3.652775,teufel
PMD1,STE12,0.526597,teufel
PMI40,ABF1,3.521885,teufel
PML39,ABF1,0.422311,teufel
PMP1,RAP1,2.18339,teufel
PMP1,YOX1,-0.052453,teufel
PMP2,RAP1,1.303221,teufel
PMP2,SOK2,0.322164,teufel
PMP3,RAP1,6.922397,teufel
PMR1,MSN2,2.188859,teufel
PMR1,SOK2,2.627643,teufel
PMT1,RPN4,4.010199,yeastract_strict
PMT2,MCM1,5.744577,teufel
PMT6,STE12,0.407238,teufel
PMT6,STP2,0.982606,teufel
PMU1,STE12,5.755977,teufel
PNC1,HSF1,0.271612,teufel
PNC1,PDR1,2.175129,teufel
PNO1,MSN2,4.192604,yeastract_strict
PNP1,FKH1,1.69753,teufel
PNS1,SWI4,0.081943,teufel
PNS1,YAP1,0.101433,teufel
PNT1,YRM1,0.492587,teufel
POC4,CIN5,0.280111,teufel
POC4,PDR1,0.118348,yeastract_strict
POC4,RAP1,0.175912,teufel
POL1,ABF1,0.047742,teufel
POL1,LEU3,1.139701,teufel
POL30,SWI4,1.365818,teufel
POL31,RPN4,0.744917,yeastract_strict
POL5,MSN2,4.234123,yeastract_strict
POM152,ABF1,0.80796,teufel
POM33,HSF1,0.180679,teufel
POM33,RGT1,0.112285,teufel
POM33,YAP1,0.235471,teufel
POP1,CBF1,4.470909,yeastract_strict
POP4,GCN4,0.051386,teufel
POP6,CIN5,0.985349,teufel
POP7,MCM1,0.623667,teufel
POP8,IXR1,2.264404,teufel
POR1,STB5,22.813341,teufel
POR1,TEC1,6.570436,teufel
POR2,SKN7,0.520536,teufel
POR2,SOK2,0.311875,teufel
PPH22,AFT1,0.642219,teufel
PPH3,ABF1,0.201861,teufel
PPH3,ARO80,0.153913,teufel
PPH3,YRM1,0.078507,teufel
PPN1,ASH1,0.405175,teufel
PPQ1,STE12,1.612274,teufel
PPT1,ADR1,3.524168,teufel
PPT1,YOX1,0.192153,teufel
PRB1,AFT1,0.84431,teufel
PRB1,RIM101,0.124207,yeastract_strict
PRC1,ABF1,0.283411,teufel
PRC1,CIN5,3.86449,teufel
PRC1,FLO8,3.044364,teufel
PRC1,MSN2,7.436214,teufel
PRC1,UME6,0.874042,teufel
PRD1,UME6,5.800182,teufel
PRE1,RPN4,2.876889,teufel
PRE2,FHL1,3.767198,teufel
PRE2,IFH1,3.5717,teufel
PRE2,SFP1,5.028795,teufel
PRE3,CBF1,1.15118,yeastract_strict
PRE3,REB1,1.196948,teufel
PRE3,RPN4,2.537617,teufel
PRE4,RPN4,2.243928,teufel
PRE5,MSN2,1.932012,teufel
PRE5,OAF3,7.078694,teufel
PRE6,RPN4,1.787492,teufel
PRE6,SOK2,1.080639,teufel
PRE6,YRR1,0.211793,yeastract_strict
PRE7,ABF1,2.661283,teufel
PRE7,RAP1,1.228564,teufel
PRE8,RPN4,2.282048,teufel
PRE9,RPN4,5.59468,teufel
PRE9,SOK2,1.689524,teufel
PRI2,SKN7,0.165491,yeastract_strict
PRI2,STE12,0.797238,teufel
PRK1,STE12,0.506941,teufel
PRK1,TEC1,0.00876,teufel
PRM1,AFT1,1.395758,teufel
PRM1,TEC1,-0.079221,teufel
PRM10,ABF1,0.152103,teufel
PRM10,STE12,0.386648,teufel
PRM2,ABF1,0.339509,teufel
PRM2,STE12,0.138861,teufel
PRM3,STE12,1.319545,teufel
PRM4,ABF1,0.354042,teufel
PRM4,STE12,0.370218,teufel
PRM5,GCN4,0.015218,teufel
PRM5,SOK2,-0.075602,teufel
PRM5,YAP1,0.354221,teufel
PRM6,STE12,0.524402,teufel
PRM8,STE12,2.101362,teufel
PRO1,RAP1,1.531428,teufel
PRP19,GCN4,0.047692,yeastract_strict
PRP21,RIM101,0.445486,yeastract_strict
PRP22,MSN2,1.441376,teufel
PRP28,GCN4,0.013392,yeastract_strict
PRP3,RIM101,0.269454,yeastract_strict
PRP31,RAP1,0.33497,teufel
PRP31,STE12,0.26207,teufel
PRP39,STE12,0.599095,teufel
PRP43,AFT1,1.225255,teufel
PRP45,ABF1,0.432551,teufel
PRP46,MSN2,0.507435,teufel
PRP46,STE12,1.394833,teufel
PRP5,AFT1,0.517218,teufel
PRP8,ABF1,1.343543,teufel
PRS4,SFP1,3.131881,teufel
PRX1,PDR1,0.384731,teufel
PRX1,PUT3,0.921989,teufel
PRX1,UME6,0.320524,teufel
PRY1,RAP1,0.292445,teufel
PRY1,SOK2,0.032985,teufel
PRY1,SWI4,-0.472829,teufel
PRY1,TUP1,0.855222,teufel
PRY2,STE12,0.201852,teufel
PRY2,TEC1,10.326635,teufel
PRY3,FKH1,-0.00702,teufel
PRY3,MSN2,0.260177,teufel
PRY3,NRG1,0.002795,teufel
PRY3,STE12,0.108821,teufel
PRY3,SWI5,0.332247,teufel
PSA1,MBP1,1.338799,teufel
PSA1,SOK2,3.250352,teufel
PSA1,STE12,9.544856,teufel
PSD1,AFT1,2.041754,teufel
PSD2,BAS1,0.755638,teufel
PSD2,STE12,0.507129,teufel
PSE1,CBF1,5.389188,teufel
PSE1,SWI4,2.034318,yeastract_strict
PSF1,PDR1,0.013822,teufel
PSF1,YAP1,0.216719,teufel
PSF2,GCN4,0.026587,teufel
PSH1,INO4,0.509254,yeastract_strict
PSK1,ABF1,0.61798,teufel
PSO2,GCN4,0.016127,teufel
PSO2,SWI4,0.055644,yeastract_strict
PSP1,ABF1,0.242168,teufel
PSR1,PUT3,0.441089,teufel
PST1,ACE2,2.417835,teufel
PST1,ASH1,0.018632,teufel
PST1,RLM1,-0.15951,yeastract_strict
PST1,YAP1,-0.390755,teufel
PST2,RAP1,0.965742,teufel
PST2,YAP1,1.111155,teufel
PTA1,STE12,1.143949,teufel
PTC1,CBF1,1.996644,yeastract_strict
PTC2,GCN4,0.181464,teufel
PTI1,RAP1,0.596852,teufel
PTK1,RAP1,0.162931,teufel
PTK1,SPT23,0.71379,teufel
PTK2,MSN2,0.973265,teufel
PTM1,CAD1,2.11684,teufel
PTM1,RAP1,1.167521,teufel
PTP3,STE12,0.443089,teufel
PTP3,TEC1,0.21213,teufel
PTR2,CIN5,0.061607,teufel
PTR2,DAL81,0.200998,teufel
PTR2,RAP1,0.045276,teufel
PTR2,SKO1,0.051342,teufel
PTR2,STE12,0.183373,teufel
PTR3,CBF1,0.172083,yeastract_strict
PTR3,MET31,0.410986,yeastract_strict
PTR3,STE12,0.054194,teufel
PUB1,CIN5,8.343608,teufel
PUB1,SWI4,4.374288,teufel
PUF3,STE12,1.284955,teufel
PUF6,YAP1,0.748194,teufel
PUN1,SKN7,2.610986,teufel
PUN1,STE12,1.849216,teufel
PUN1,TEC1,0.345513,teufel
PUP1,RPN4,3.295219,teufel
PUP2,PHO4,0.560831,teufel
PUP2,RPN4,3.88562,teufel
PUP3,RPN4,2.341725,teufel
PUP3,SOK2,2.307209,teufel
PUP3,SWI6,0.565214,teufel
PUS2,MSN2,0.268342,yeastract_strict
PUS2,STE12,0.440777,teufel
PUS5,IXR1,0.037703,teufel
PUS5,STE12,0.311699,teufel
PUT2,PUT3,1.779317,teufel
PUT3,GCN4,0.034967,teufel
PWP2,YAP1,0.904051,teufel
PWP2,YOX1,0.262392,teufel
PXA1,ADR1,0.929707,teufel
PXR1,MET4,2.618099,teufel
PXR1,RAP1,0.653839,teufel
PXR1,STE12,0.460786,teufel
PYC1,GCR2,4.170063,teufel
PYC2,GCN4,0.165578,teufel
PYK2,IXR1,0.827244,yeastract_strict
QCR10,CBF1,0.46187,teufel
QCR10,HAP2,1.742388,teufel
QCR2,HAP3,0.764122,teufel
QCR2,YRR1,0.212451,yeastract_strict
QCR6,MBP1,0.014694,teufel
QCR6,RAP1,0.356632,yeastract_strict
QCR6,SOK2,1.474881,teufel
QCR6,SPT23,0.017908,teufel
QCR6,YAP1,0.677986,teufel
QCR8,ABF1,1.522498,teufel
QCR9,BAS1,0.408937,teufel
QCR9,HAP3,0.063382,teufel
QCR9,TEC1,0.105065,teufel
QDR1,OAF1,0.023082,teufel
QDR1,STE12,0.389179,teufel
QDR2,RAP1,1.072684,teufel
QDR2,REB1,1.617329,teufel
QDR2,STE12,0.510995,teufel
QDR2,SWI4,0.231639,yeastract_strict
QDR3,GCN4,0.081744,teufel
QRI7,CBF1,1.010848,yeastract_strict
RAD14,ABF1,0.376085,teufel
RAD16,ABF1,0.079671,teufel
RAD16,GCN4,0.013208,teufel
RAD16,STE12,0.079332,teufel
RAD2,RAP1,0.215084,yeastract_strict
RAD2,SUM1,0.162542,teufel
RAD23,RPN4,2.308655,teufel
RAD26,GCN4,0.021269,yeastract_strict
RAD27,MAL33,3.169499,teufel
RAD27,MBP1,0.080796,teufel
RAD30,STE12,0.305143,teufel
RAD5,GCN4,0.028957,yeastract_strict
RAD51,MBP1,-0.117512,teufel
RAD51,STE12,1.144086,teufel
RAD51,YOX1,0.234718,teufel
RAD54,CIN5,0.17552,teufel
RAD54,STE12,0.195088,teufel
RAD54,YOX1,0.121175,teufel
RAD59,MET28,0.061591,teufel
RAD59,MET4,0.512536,teufel
RAD7,STE12,0.651644,teufel
RAM1,STE12,0.395276,teufel
RAM2,YAP1,0.72941,yeastract_strict
RAP1,RAP1,0.815812,yeastract_strict
RAS1,CRZ1,0.239399,yeastract_strict
RAS1,RAP1,0.695146,teufel
RAS2,ACE2,1.399309,teufel
RAS2,MSN2,2.146325,teufel
RAT1,STE12,0.022566,teufel
RAT1,YRM1,2.296282,teufel
RAX1,GCN4,0.025405,yeastract_strict
RAX1,TEC1,0.067426,teufel
RAX2,FKH2,0.909895,teufel
RAX2,STE12,0.273437,teufel
RBA50,MSN2,2.723438,yeastract_strict
RBG2,GCR2,1.864294,teufel
RBS1,ABF1,1.23987,teufel
RCK2,CBF1,4.425924,yeastract_strict
RCN2,SPT23,1.321767,teufel
RCO1,STE12,0.521838,teufel
RCR1,YAP1,0.211128,teufel
RCR2,YAP1,0.39612,teufel
RDI1,STE12,4.536711,teufel
RDL1,CIN5,2.164916,teufel
RDL1,YAP1,3.227564,yeastract_strict
RDL2,MSN2,3.816467,teufel
RDR1,PDR1,0.228053,yeastract_strict
RDS3,YAP1,0.215093,teufel
REB1,ABF1,0.302146,teufel
REB1,RPN4,0.260472,teufel
REB1,STE12,0.273824,teufel
REE1,ACE2,1.775878,teufel
REG1,RIM101,0.485503,yeastract_strict
REG1,RPN4,1.752505,teufel
REH1,SKO1,3.678352,teufel
RER2,YOX1,0.392709,teufel
RET2,REB1,2.481797,teufel
RET3,YAP1,2.384257,yeastract_strict
REV1,TEC1,0.346832,teufel
REX3,YAP1,0.304187,yeastract_strict
REX4,PDR1,0.449321,yeastract_strict
RFA1,MBP1,0.306658,teufel
RFA2,INO4,1.683472,yeastract_strict
RFA2,MBP1,-0.119673,teufel
RFC2,YRM1,1.127282,teufel
RFC3,ASH1,0.033499,teufel
RFC3,STE12,2.272518,teufel
RFC5,BAS1,0.96236,teufel
RFS1,HSF1,1.364012,teufel
RFT1,RAP1,0.680511,teufel
RFU1,STE12,1.115454,teufel
RGA1,TEC1,0.820755,teufel
RGA2,STE12,0.655227,teufel
RGA2,TEC1,0.072136,teufel
RGD2,STE12,0.309003,teufel
RGD2,TEC1,0.269477,teufel
RGT1,STE12,1.476926,teufel
RGT2,ABF1,0.239343,teufel
RHB1,MSN2,0.785864,teufel
RHO2,STE12,1.070641,teufel
RHO2,TEC1,0.426879,teufel
RHO3,CAD1,0.514075,teufel
RHO3,CBF1,0.874989,teufel
RHO3,SKO1,1.309363,teufel
RHO4,ARG81,0.067474,teufel
RHO4,YAP1,0.118907,yeastract_strict
RHO5,YAP1,0.478025,teufel
RHR2,ABF1,5.191315,teufel
RHR2,GCN4,0.616511,teufel
RIA1,SFP1,2.708034,teufel
RIB1,GCN4,0.036161,yeastract_strict
RIB1,HSF1,0.078101,teufel
RIB1,YAP1,-0.082407,teufel
RIB3,YAP1,1.455243,teufel
RIB4,ABF1,16.353992,teufel
RIB5,GCN4,0.189984,teufel
RIB7,RPN4,1.002175,yeastract_strict
RIM101,GCN4,0.065837,teufel
RIO2,MSN2,3.576521,teufel
RIX1,PDR1,1.491227,teufel
RIX7,ABF1,0.528833,teufel
RIX7,RIM101,0.464667,yeastract_strict
RIX7,RPH1,0.720448,teufel
RKI1,FKH2,0.946723,teufel
RKI1,RAP1,1.171064,teufel
RKM1,RIM101,0.605957,teufel
RKM3,STE12,1.620903,teufel
RKR1,SKO1,1.398297,teufel
RLM1,CAD1,0.639781,teufel
RLP7,MSN2,6.424383,teufel
RLP7,YOX1,0.530542,teufel
RMD1,GCR2,0.412618,teufel
RMD1,PDR1,0.175779,yeastract_strict
RMD6,YAP1,0.114972,teufel
RMD9,ABF1,0.593077,teufel
RMI1,ACE2,0.237059,teufel
RMI1,ASH1,-0.051532,teufel
RMI1,FHL1,0.490004,teufel
RMI1,MSN2,0.060016,yeastract_strict
RMI1,TEC1,0.545486,teufel
RMT2,AFT1,1.307987,teufel
RNA1,TEC1,0.218356,teufel
RNA1,YRM1,7.223993,teufel
RNH202,RIM101,0.282604,teufel
RNH202,STE12,0.212234,teufel
RNH203,CIN5,1.848045,teufel
RNH203,MSN2,0.386606,teufel
RNH203,STE12,0.724714,teufel
RNQ1,RAP1,0.861039,teufel
RNQ1,STE12,1.047794,teufel
RNR1,ECM22,0.44128,teufel
RNR1,MBP1,-0.078549,teufel
RNR1,MCM1,1.186508,teufel
RNR1,SWI4,1.474503,teufel
RNR2,RAP1,1.629804,teufel
RNR2,RPH1,6.651815,yeastract_strict
RNR4,RAP1,0.493189,teufel
RNR4,STE12,3.400826,teufel
RNR4,TUP1,1.416308,teufel
RNR4,YOX1,0.73584,teufel
RNT1,STE12,0.501339,teufel
ROG1,ABF1,0.356791,teufel
ROG3,YAP1,0.20991,teufel
ROK1,PDR1,0.824402,teufel
ROM1,YOX1,0.17366,teufel
ROT1,ABF1,1.343109,teufel
ROT2,ACE2,0.522077,teufel
ROT2,STE12,0.771242,teufel
ROX1,FLO8,0.019047,yeastract_strict
ROX1,YAP1,0.175018,teufel
ROX3,MCM1,0.799123,teufel
ROX3,RAP1,1.046336,teufel
RPA12,ABF1,1.023395,yeastract_strict
RPA135,ADR1,0.323585,teufel
RPA135,CBF1,3.228007,teufel
RPA135,MSN2,3.324618,teufel
RPA135,PDR1,1.524192,teufel
RPA14,ABF1,1.991062,teufel
RPA14,ACE2,1.283146,teufel
RPA190,MCM1,4.765325,teufel
RPA190,MSS11,3.749267,teufel
RPA34,ACE2,0.199507,teufel
RPA34,FKH1,0.125639,yeastract_strict
RPA34,GCN4,0.384999,teufel
RPA34,HSF1,0.541376,teufel
RPA43,FKH1,0.322531,yeastract_strict
RPA43,MCM1,3.002573,teufel
RPB11,AFT1,2.326695,teufel
RPB2,ABF1,0.89639,teufel
RPB2,REB1,0.831554,teufel
RPB4,INO4,2.490335,yeastract_strict
RPB4,MSN2,2.968925,teufel
RPB4,STE12,0.139026,teufel
RPB5,FKH1,1.576657,yeastract_strict
RPB5,SFP1,8.061432,teufel
RPB7,ABF1,0.370254,teufel
RPB8,MSN2,11.069306,teufel
RPC17,GCN4,0.033554,yeastract_strict
RPC25,ABF1,0.783652,teufel
RPC25,SKO1,0.683603,teufel
RPC40,RAP1,3.369492,teufel
RPE1,ABF1,3.655972,teufel
RPF1,RIM101,1.320652,yeastract_strict
RPF2,MSN2,0.196734,yeastract_strict
RPF2,YAP1,1.438569,yeastract_strict
RPH1,STE12,0.516889,teufel
RPL10,RAP1,8.122479,teufel
RPL10,YAP1,22.173642,teufel
RPL11A,CBF1,5.725476,teufel
RPL11A,IFH1,12.264353,teufel
RPL11A,SFP1,29.32077,teufel
RPL11B,RAP1,1.266884,teufel
RPL11B,SFP1,13.570215,teufel
RPL11B,TUP1,11.932561,teufel
RPL12A,IFH1,9.869485,teufel
RPL12A,RAP1,7.380973,teufel
RPL12A,SFP1,29.154682,teufel
RPL12B,FKH1,-1.199893,yeastract_strict
RPL12B,GCR1,8.578835,teufel
RPL12B,IFH1,7.809745,teufel
RPL12B,RAP1,4.971609,teufel
RPL12B,SFP1,19.731923,teufel
RPL13A,IFH1,11.209072,teufel
RPL13A,PDR1,0.350383,yeastract_strict
RPL13A,RAP1,5.043053,teufel
RPL13A,SFP1,9.961855,teufel
RPL13B,RAP1,7.166986,teufel
RPL13B,SFP1,37.962432,teufel
RPL13B,TUP1,23.100316,teufel
RPL14A,IFH1,3.717797,teufel
RPL14A,RAP1,10.435348,teufel
RPL14A,SFP1,9.169028,teufel
RPL14A,TEC1,9.291674,teufel
RPL14B,GCN4,0.446657,yeastract_strict
RPL14B,MET31,1.423923,yeastract_strict
RPL15A,IFH1,25.414391,teufel
RPL15A,MCM1,7.582502,teufel
RPL15A,RAP1,22.03016,teufel
RPL15A,SFP1,30.636377,teufel
RPL15B,MCM1,0.516725,teufel
RPL15B,RAP1,0.451603,teufel
RPL15B,YRM1,0.756422,teufel
RPL16A,IFH1,12.544884,teufel
